value,count
air.lgamma_r.v4f64,9
air.lgamma_r.v8f16,9
air.lgamma_r.v8f32,9
air.lgamma_r.v8f64,9
air.popcount.i8,9
air.remquo.f16,9
air.remquo.f32,9
air.remquo.f64,9
air.remquo.v16f16,9
air.remquo.v16f32,9
air.remquo.v2f16,9
air.remquo.v2f32,9
air.remquo.v2f64,9
air.remquo.v3f16,9
air.remquo.v3f32,9
air.remquo.v3f64,9
air.remquo.v4f16,9
air.remquo.v4f32,9
air.remquo.v4f64,9
air.remquo.v8f16,9
air.remquo.v8f32,9
air.remquo.v8f64,9
air.rotate.i8,9
air.rsqrt.f64,9
air.sincos.f64,9
air.sincos.v16f16,9
air.sincos.v2f16,9
air.sincos.v2f64,9
air.sincos.v3f16,9
air.sincos.v3f64,9
air.sincos.v4f16,9
air.sincos.v4f64,9
air.sincos.v8f16,9
air.sincos.v8f64,9
air...TENSOR.INLINE.ATTRS.init_strided_tensor,9
air.depth2d.get_null_depth_2d_t,9
air.depth2d.ms.get_null_depth_2d_ms_t,9
air.depthcube.get_null_depth_cube_t,9
air.abs_diff.s.i8,8
air.add_sat.s.i8,8
air.arg_type_align_size,8
air.arg_type_size,8
air.calculate_clamped_lod_texture_2d,8
air.calculate_clamped_lod_texture_2d_array,8
air.calculate_clamped_lod_texture_3d,8
air.calculate_clamped_lod_texture_cube,8
air.calculate_clamped_lod_texture_cube_array,8
air.calculate_unclamped_lod_texture_2d,8
air.calculate_unclamped_lod_texture_2d_array,8
air.calculate_unclamped_lod_texture_3d,8
air.calculate_unclamped_lod_texture_cube,8
air.calculate_unclamped_lod_texture_cube_array,8
air.get_array_size_texture_cube_array,8
air.get_height_texture_cube_array,8
air.get_null_texture_1d,8
air.get_null_texture_1d_array,8
air.get_null_texture_2d,8
air.get_null_texture_2d_array,8
air.get_null_texture_2d_ms,8
air.get_null_texture_2d_ms_array,8
air.get_null_texture_3d,8
air.get_null_texture_buffer_1d,8
air.get_null_texture_cube,8
air.get_null_texture_cube_array,8
air.get_num_mip_levels_texture_3d,8
air.get_num_mip_levels_texture_cube,8
air.get_num_mip_levels_texture_cube_array,8
air.get_simdgroup_size.i16,8
air.get_width_texture_cube,8
air.get_width_texture_cube_array,8
air.is_null_texture_1d,8
air.is_null_texture_1d_array,8
air.is_null_texture_2d,8
air.is_null_texture_2d_array,8
air.is_null_texture_2d_ms,8
air.is_null_texture_2d_ms_array,8
air.is_null_texture_3d,8
air.is_null_texture_buffer_1d,8
air.is_null_texture_cube,8
air.is_null_texture_cube_array,8
air.mad_hi.s.i8,8
air.mad_sat.s.i8,8
air.max_device_buffers,8
air.max_samplers,8
air.max_textures,8
air.read,8
air.read_depth_2d_array.f32,8
air.read_depth_2d_ms_array.f32,8
air.sample,8
air.set_position_mesh,8
air.simdgroup.barrier,8
air.sub_sat.s.i8,8
