value,count
air.calculate_clamped_lod_texture_cube_array,2
air.calculate_clamped_lod_texture_cube,2
air.calculate_unclamped_lod_depth_2d_array,2
air.calculate_unclamped_lod_depth_2d,2
air.calculate_unclamped_lod_depth_cube_array,2
air.calculate_unclamped_lod_depth_cube,2
air.calculate_unclamped_lod_texture_2d_array,2
air.calculate_unclamped_lod_texture_2d,2
air.calculate_unclamped_lod_texture_3d,2
air.calculate_unclamped_lod_texture_cube_array,2
air.calculate_unclamped_lod_texture_cube,2
air.fence_texture_1d_array,2
air.fence_texture_1d,2
air.fence_texture_2d_array,2
air.fence_texture_2d,2
air.fence_texture_3d,2
air.fence_texture_buffer_1d,2
air.fence_texture_cube_array,2
air.fence_texture_cube,2
air.gather_compare_depth_2d.f32,2
air.gather_compare_depth_cube_array.f32,2
air.gather_depth_cube_array.v4f32,2
air.get_array_size_depth_2d_array,2
air.get_array_size_depth_2d_ms_array,2
air.get_array_size_depth_cube_array,2
air.get_array_size_texture_cube_array,2
air.get_height_depth_2d_array,2
air.get_height_depth_2d_ms_array,2
air.get_height_depth_cube_array,2
air.get_height_depth_cube,2
air.get_height_texture_cube_array,2
air.get_num_mip_levels_depth_2d,2
air.get_num_mip_levels_depth_cube_array,2
air.get_num_mip_levels_texture_cube_array,2
air.get_num_samples_depth_2d_ms_array,2
air.read_texture_cube_array.v4f32,2
air.sample_texture_3d_grad.v4f32,2
air.sample_texture_cube_array.v4f32,2
air.sample_texture_cube_array_grad.v4f32,2
air.sample_texture_cube_grad.v4f32,2
air.atomic_compare_exchange_weak_explicit_texture_1d_array.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_1d.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_2d_array.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_2d.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_3d.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_cube_array.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_cube.u.v4i32,2
air.gather_texture_2d_array.v4f32,2
air.gather_texture_cube_array.v4f32,2
air.gather_texture_cube.v4f32,2
air.simd_shuffle_and_fill_up.f32,2
air.quad_and.s.i32,2
air.quad_or.s.i32,2
air.quad_xor.s.i32,2
air.atomic.global.and.s.i32,2
air.atomic.global.or.s.i32,2
air.atomic.global.sub.s.i32,2
air.atomic.global.xor.s.i32,2
___metal_frexp_float_pthreadint32,2
air.intersect_direct_access.instancing.triangle_data.curve_data,2
air.get_curve_parameter_intersection_result.instancing.triangle_data.curve_data,2
air.release_intersection_result.instancing.triangle_data.curve_data,2
air.get_distance_intersection_result.instancing.triangle_data,2
air.get_geometry_id_intersection_result.instancing.triangle_data,2
air.get_type_intersection_result.instancing.triangle_data,2
air.get_instance_id_intersection_result.instancing.triangle_data,2
air.get_object_to_world_transform_intersection_result.instancing.triangle_data.world_space_data,2
air.get_primitive_id_intersection_result.instancing.triangle_data,2
air.get_ray_direction_intersection_result.instancing.triangle_data,2
air.get_ray_min_distance_intersection_result.instancing.triangle_data,2
air.get_ray_origin_intersection_result.instancing.triangle_data,2
air.get_triangle_barycentric_coord_intersection_result.instancing.triangle_data,2
air.get_user_instance_id_intersection_result.instancing.triangle_data,2
air.get_world_to_object_transform_intersection_result.instancing.triangle_data.world_space_data,2
air.is_triangle_front_facing_intersection_result.instancing.triangle_data,2
_ZN5metal6tensorIU9MTLdevicefNS_7extentsIiJLm4ELm8EEEENS_13tensor_inlineEJEEE.MTL_SIZEAS,2
air.init_strided_private_tensor.i16.private,2
air.get_null_function_handle,2
