value,count
air.calculate_unclamped_lod_depth_cube,2
air.calculate_unclamped_lod_texture_2d_array,2
air.calculate_unclamped_lod_texture_2d,2
air.calculate_unclamped_lod_texture_3d,2
air.calculate_unclamped_lod_texture_cube_array,2
air.calculate_unclamped_lod_texture_cube,2
air.fence_texture_1d_array,2
air.fence_texture_1d,2
air.fence_texture_2d_array,2
air.fence_texture_2d,2
air.fence_texture_3d,2
air.fence_texture_buffer_1d,2
air.fence_texture_cube_array,2
air.fence_texture_cube,2
air.gather_compare_depth_2d.f32,2
air.gather_compare_depth_cube_array.f32,2
air.gather_depth_cube_array.v4f32,2
air.get_array_size_depth_2d_array,2
air.get_array_size_depth_2d_ms_array,2
air.get_array_size_depth_cube_array,2
air.get_array_size_texture_cube_array,2
air.get_height_depth_2d_array,2
air.get_height_depth_2d_ms_array,2
air.get_height_depth_cube_array,2
air.get_height_depth_cube,2
air.get_height_texture_cube_array,2
air.get_num_mip_levels_depth_2d,2
air.get_num_mip_levels_depth_cube_array,2
air.get_num_mip_levels_texture_cube_array,2
air.get_num_samples_depth_2d_ms_array,2
air.read_texture_cube_array.v4f32,2
air.sample_texture_3d_grad.v4f32,2
air.sample_texture_cube_array.v4f32,2
air.sample_texture_cube_array_grad.v4f32,2
air.sample_texture_cube_grad.v4f32,2
air.atomic_compare_exchange_weak_explicit_texture_1d_array.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_1d.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_2d_array.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_2d.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_3d.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_cube_array.u.v4i32,2
air.atomic_compare_exchange_weak_explicit_texture_cube.u.v4i32,2
air.gather_texture_2d_array.v4f32,2
air.gather_texture_cube_array.v4f32,2
air.gather_texture_cube.v4f32,2
air.quad_and.s.i32,2
air.quad_or.s.i32,2
air.quad_xor.s.i32,2
___metal_frexp_float_pthreadint32,2
air.atomic.global.and.s.i32,2
air.atomic.global.or.s.i32,2
air.atomic.global.sub.s.i32,2
air.atomic.global.xor.s.i32,2
air.is_null_instance_acceleration_structure,2
air.intersect_direct_access.instancing.triangle_data.curve_data,2
air.release_intersection_result.instancing.triangle_data.curve_data,2
air.get_curve_parameter_intersection_result.instancing.triangle_data.curve_data,2
air.get_distance_intersection_result.instancing.triangle_data,2
air.get_geometry_id_intersection_result.instancing.triangle_data,2
air.get_type_intersection_result.instancing.triangle_data,2
air.get_instance_id_intersection_result.instancing.triangle_data,2
air.intersect_direct_access.instancing.triangle_data.world_space_data,2
air.release_intersection_result.instancing.triangle_data.world_space_data,2
air.get_object_to_world_transform_intersection_result.instancing.triangle_data.world_space_data,2
air.get_primitive_id_intersection_result.instancing.triangle_data,2
air.get_ray_direction_intersection_result.instancing.triangle_data,2
air.get_ray_min_distance_intersection_result.instancing.triangle_data,2
air.get_ray_origin_intersection_result.instancing.triangle_data,2
air.get_triangle_barycentric_coord_intersection_result.instancing.triangle_data,2
air.get_user_instance_id_intersection_result.instancing.triangle_data,2
air.get_world_to_object_transform_intersection_result.instancing.triangle_data.world_space_data,2
air.is_triangle_front_facing_intersection_result.instancing.triangle_data,2
air.get_null_global_tensor,2
air.is_null_global_tensor,2
air.get_null_function_handle,2
air.get_null_visible_function_table,2
air.simdgroup_matrix_8x8_load.v64f32.p1f32,2
air.simdgroup_matrix_8x8_store.v64f32.p1f32,2
air.get_color_coverage_mask,2
__tracepoint_get_trace_buffer,2
air.all.v3i1,2
air.all.v4i1,2
air.any.v3i1,2
llvm.memcpy.p1.p0.i64,2
llvm.memcpy.p1.p1.i64,2
llvm.memcpy.p1.p2.i64,2
llvm.memcpy.p1.p3.i64,2
air.fast_fmax3.f32,1
air.fast_fmedian3.f32,1
air.fast_fmin3.f32,1
air.abs_diff.s.i8,1
air.add_sat.s.i8,1
air.extract_bits.s.i8,1
air.insert_bits.s.i8,1
air.mad_hi.s.i8,1
air.mad_sat.s.i8,1
air.max3.s.i8,1
air.median3.s.i8,1
air.min3.s.i8,1
air.mul_hi.s.i8,1
air.reverse_bits.i8,1
air.sub_sat.s.i8,1
air.pack.snorm2x16.v2f32,1
air.pack.snorm4x8.v4f32,1
air.pack.unorm2x16.v2f32,1
air.pack.unorm4x8.v4f32,1
air.pack.unorm4x8.srgb.v4f32,1
air.pack.unorm.rgb10a2.v4f32,1
air.pack.unorm.rgb565.v3f32,1
air.unpack.snorm2x16.v2f32,1
air.unpack.snorm4x8.v4f32,1
air.unpack.unorm2x16.v2f32,1
air.unpack.unorm4x8.v4f32,1
air.unpack.unorm4x8.srgb.v4f32,1
air.unpack.unorm.rgb10a2.v4f32,1
air.unpack.unorm.rgb565.v3f32,1
air.atomic_exchange_explicit_texture_cube_array.u.v4i32,1
air.atomic_exchange_explicit_texture_cube.u.v4i32,1
air.atomic_fetch_add_explicit_texture_cube_array.u.v4i32,1
air.atomic_fetch_add_explicit_texture_cube.u.v4i32,1
air.atomic_fetch_and_explicit_texture_cube_array.u.v4i32,1
air.atomic_fetch_and_explicit_texture_cube.u.v4i32,1
air.atomic_fetch_max_explicit_texture_cube_array.u.v4i32,1
air.atomic_fetch_max_explicit_texture_cube.u.v4i32,1
air.atomic_fetch_min_explicit_texture_cube_array.u.v4i32,1
air.atomic_fetch_min_explicit_texture_cube.u.v4i32,1
air.atomic_fetch_or_explicit_texture_cube_array.u.v4i32,1
air.atomic_fetch_or_explicit_texture_cube.u.v4i32,1
air.atomic_fetch_sub_explicit_texture_cube_array.u.v4i32,1
air.atomic_fetch_sub_explicit_texture_cube.u.v4i32,1
air.atomic_fetch_xor_explicit_texture_cube_array.u.v4i32,1
air.atomic_fetch_xor_explicit_texture_cube.u.v4i32,1
air.atomic_load_explicit_texture_cube_array.u.v4i32,1
air.atomic_load_explicit_texture_cube.u.v4i32,1
air.atomic_store_explicit_texture_cube_array.u.v4i32,1
air.atomic_store_explicit_texture_cube.u.v4i32,1
air.get_num_samples_depth_2d_ms,1
air.write_texture_cube_array.i16.v4f32,1
air.write_texture_cube.i16.v4f32,1
air.dfdx.f16,1
air.dfdy.f16,1
air.discard_fragment,1
air.fwidth.f16,1
air.get_num_samples.i32,1
air.simdgroup.barrier,1
air.is_null_texture_cube_array,1
air.quad_broadcast.f32,1
air.quad_shuffle.f32,1
air.quad_shuffle_down.f32,1
air.quad_shuffle_up.f32,1
air.quad_shuffle_xor.f32,1
air.simd_broadcast.f32,1
air.simd_shuffle.f32,1
air.simd_shuffle_down.f32,1
air.simd_shuffle_up.f32,1
air.simd_shuffle_xor.f32,1
air.get_sample_position.v2f32,1
air.is_null_function_handle,1
air.pack.snorm.rgb10a2.v4f16,1
air.quad_active_threads_mask,1
air.quad_all,1
air.quad_any,1
air.quad_ballot,1
air.quad_is_first,1
air.quad_is_helper_thread,1
air.simd_active_threads_mask.i64,1
air.simd_all,1
air.simd_any,1
air.simd_ballot.i64,1
air.simd_is_first,1
air.simd_is_helper_thread,1
air.unpack.snorm.rgb10a2.v4f16,1
air.get_simdgroup_size.i16,1
air.simd_shuffle_and_fill_up.f32,1
air.is_null_depth_2d_array,1
air.is_null_depth_2d_ms_array,1
air.is_null_depth_2d_ms,1
air.is_null_depth_2d,1
air.is_null_depth_cube_array,1
air.is_null_depth_cube,1
air.is_null_texture_1d_array,1
air.is_null_texture_1d,1
air.is_null_texture_2d_array,1
air.is_null_texture_2d_ms_array,1
air.is_null_texture_2d_ms,1
air.is_null_texture_2d,1
air.is_null_texture_3d,1
air.is_null_texture_buffer_1d,1
air.is_null_texture_cube,1
air.quad_broadcast_first.f32,1
air.quad_max.f32,1
air.quad_min.f32,1
air.quad_prefix_exclusive_product.f32,1
air.quad_prefix_exclusive_sum.f32,1
air.quad_prefix_inclusive_product.f32,1
air.quad_prefix_inclusive_sum.f32,1
air.quad_product.f32,1
air.quad_shuffle_and_fill_down.f32,1
air.quad_shuffle_and_fill_up.f32,1
air.quad_shuffle_rotate_down.f32,1
air.quad_shuffle_rotate_up.f32,1
air.quad_sum.f32,1
air.simd_broadcast_first.f32,1
air.simd_max.f32,1
air.simd_min.f32,1
air.simd_prefix_exclusive_product.f32,1
air.simd_prefix_exclusive_sum.f32,1
air.simd_prefix_inclusive_product.f32,1
air.simd_prefix_inclusive_sum.f32,1
air.simd_product.f32,1
air.simd_shuffle_and_fill_down.f32,1
air.simd_shuffle_rotate_down.f32,1
air.simd_shuffle_rotate_up.f32,1
air.simd_sum.f32,1
air.simd_and.s.i32,1
air.simd_or.s.i32,1
air.simd_xor.s.i32,1
air.is_null_visible_function_table,1
air.is_null_intersection_function_table,1
